document_id,engine,department_inferred,is_multi_page,is_same_page_multi_view,non_empty_output,ocr_chars,gt_chars,cer,wer,normalized_edit_similarity,token_precision,token_recall,token_f1,numeric_token_recall,patient_name_recall_proxy,date_recall_proxy,age_gender_recall_proxy,medication_recall_proxy,vitals_recall_proxy,complaints_diagnosis_recall_proxy,runtime_seconds
p28,trocr,Medicine / General Medicine,true,false,1,47,6330,0.9927,0.9966,0.0073,0.4,0.0045,0.0089,0.4231,0.0,0.0,0.0,0.0,0.0,0.0,7.015
p29,trocr,Medicine / General Medicine,true,false,1,26,6343,0.9961,0.9956,0.0039,0.7143,0.0055,0.011,0.3418,0.0,0.0,0.0,0.0,0.0,0.0,6.451
p30,trocr,Medicine / General Medicine,true,false,1,242,5431,0.9573,0.996,0.0427,0.2143,0.0079,0.0152,0.1864,0.0,0.0,0.0,0.0,0.0,0.0476,6.82
p31_1,trocr,Surgery,true,false,1,60,5841,0.9901,0.9976,0.0099,0.2727,0.0036,0.0071,0.1351,0.0,0.0,0.0,0.0,0.0,0.0,6.781
p32_1,trocr,Surgery,true,false,1,45,3754,0.9883,0.9945,0.0117,0.3636,0.0073,0.0143,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,6.467
p33_1,trocr,Medicine / General Medicine,true,false,1,27,4667,0.9944,0.9958,0.0056,0.375,0.0042,0.0083,0.2603,0.0,0.0,0.0,0.0,0.0,0.0,6.702
p34_1,trocr,Medicine / General Medicine,true,false,1,129,5134,0.9755,0.9908,0.0245,0.4091,0.0119,0.0231,0.2,0.0,0.0,0.0,0.0,0.0,0.0526,7.189
p35_1,trocr,Medicine / General Medicine,true,false,1,116,5020,0.9771,0.9892,0.0229,0.4167,0.0135,0.0262,0.4118,0.0,0.0,0.0,0.0,0.0,0.0714,7.324
p36_1,trocr,Endocrinology,true,false,1,25,3600,0.9933,0.9964,0.0067,0.3333,0.0036,0.0072,0.2892,0.0,0.0,0.0,0.0,0.0,0.0,6.259
p37_1,trocr,Dermatology,false,true,1,22,5667,0.9963,0.9975,0.0037,0.4286,0.0037,0.0073,0.2273,0.0,0.0,0.0,0.0,0.0,0.0,6.763
p38_1,trocr,Medicine / General Medicine,false,false,1,10,5021,0.998,0.9986,0.002,0.25,0.0014,0.0027,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,6.57
p39_1,trocr,Medicine / General Medicine,false,false,1,45,3745,0.988,0.9964,0.012,0.2857,0.0036,0.007,0.125,0.0,0.0,0.0,0.0,0.0,0.0,6.811
p40_1,trocr,Radiotherapy,true,false,1,158,6162,0.9745,0.9927,0.0255,0.36,0.0094,0.0183,0.1215,0.0,0.0,0.0,0.0,0.0,0.0588,6.632
p41_1,trocr,Medicine / General Medicine,false,false,1,19,4217,0.9955,0.9983,0.0045,0.25,0.0017,0.0033,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,6.245
p42_1,trocr,Endocrinology,false,true,1,29,6277,0.9955,0.9968,0.0045,0.5714,0.0042,0.0084,0.1969,0.0,0.0,0.0,0.0,0.0,0.0,6.437
p43_1,trocr,Medicine / General Medicine,true,false,1,46,5847,0.9925,0.9941,0.0075,0.5,0.0059,0.0117,0.2301,0.0,0.0,0.0,0.0,0.0,0.0,7.08
p44_1,trocr,Radiotherapy,false,false,1,11,4220,0.9974,0.9985,0.0026,0.25,0.0015,0.0031,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,6.42
p45_1,trocr,Unknown / not annotated,false,false,1,10,4367,0.9977,1.0,0.0023,0.0,0.0,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,6.702
p45_2,trocr,Unknown / not annotated,false,false,1,117,3990,0.9712,0.998,0.0288,0.0476,0.002,0.0038,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,6.527
p45_3,trocr,Unknown / not annotated,true,false,1,34,3574,0.9916,0.998,0.0084,0.0833,0.002,0.004,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,6.612
p45_4,trocr,Unknown / not annotated,true,false,1,64,7169,0.9916,0.994,0.0084,0.4,0.008,0.0156,0.2975,0.0,0.0,0.0,0.0,0.0,0.0,6.798
p45_5,trocr,Radiology,false,false,1,10,1406,0.9929,0.9948,0.0071,0.25,0.0052,0.0101,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.676
p45_6,trocr,Radiology,true,false,1,36,4111,0.9917,0.9967,0.0083,0.1818,0.0033,0.0065,0.0851,0.0,0.0,0.0,0.0,0.0,0.0,6.306
p45_7,trocr,Obstetrics & Gynaecology,true,false,1,53,3534,0.9853,0.9898,0.0147,0.5385,0.0119,0.0233,0.2785,0.0,0.0,0.0,0.0,0.0,0.0,6.681
p45_8,trocr,Medicine / General Medicine,false,false,1,122,3743,0.9674,0.9941,0.0326,0.1667,0.0059,0.0114,0.1395,0.0,0.0,0.0,0.0,0.0,0.0,6.718
p45_9,trocr,Unknown / not annotated,false,false,1,13,1019,0.9872,1.0,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
