document_id,engine,department_inferred,is_multi_page,is_same_page_multi_view,non_empty_output,ocr_chars,gt_chars,cer,wer,normalized_edit_similarity,token_precision,token_recall,token_f1,numeric_token_recall,patient_name_recall_proxy,date_recall_proxy,age_gender_recall_proxy,medication_recall_proxy,vitals_recall_proxy,complaints_diagnosis_recall_proxy,runtime_seconds
p23,ollama_glm_ocr,Ophthalmology,false,false,1,1001,3712,0.8349,0.9033,0.1651,0.4211,0.1487,0.2198,0.7826,0.0,1.0,0.0,0.2222,0.0,0.0,2.27
p24,ollama_glm_ocr,Ophthalmology,false,false,1,900,3413,0.8371,0.8919,0.1629,0.5482,0.1757,0.2661,0.6712,0.0,0.0,1.0,0.2857,0.0,1.0,2.293
p25_1,ollama_glm_ocr,Medicine / General Medicine,true,false,1,1001,3395,0.8138,0.9277,0.1862,0.3312,0.1074,0.1622,0.7347,0.0,1.0,1.0,0.75,0.75,1.0,2.315
p26,ollama_glm_ocr,Medicine / General Medicine,true,false,1,1717,4959,0.7627,0.8182,0.2373,0.6273,0.2273,0.3337,0.9032,1.0,1.0,1.0,0.5,1.0,0.9375,3.603
p27,ollama_glm_ocr,Medicine / General Medicine,true,false,1,1353,7161,0.8763,0.9463,0.1237,0.4093,0.0829,0.1378,0.8545,0.0,1.0,0.0,0.6,1.0,0.6316,3.972
p28,ollama_glm_ocr,Medicine / General Medicine,true,false,1,1390,6330,0.8412,0.9125,0.1588,0.5545,0.1369,0.2196,0.9103,0.75,0.0,1.0,0.4,0.8,0.8,3.524
p29,ollama_glm_ocr,Medicine / General Medicine,true,false,1,1278,6343,0.8573,0.9327,0.1427,0.4876,0.1082,0.1771,1.0,1.0,1.0,1.0,0.6667,1.0,0.8235,3.409
p30,ollama_glm_ocr,Medicine / General Medicine,true,false,1,922,5431,0.87,0.9407,0.13,0.4527,0.0883,0.1477,0.5593,0.5,1.0,0.0,0.0,0.0,0.6667,3.487
p31_1,ollama_glm_ocr,Surgery,true,false,1,1057,5841,0.8618,0.918,0.1382,0.5444,0.111,0.1844,0.9459,0.6667,1.0,1.0,0.5,0.0,0.7333,3.183
p32_1,ollama_glm_ocr,Surgery,true,false,1,824,3754,0.8295,0.9326,0.1705,0.4224,0.0893,0.1474,0.6889,0.3333,1.0,1.0,0.0,0.0,0.8333,3.141
p33_1,ollama_glm_ocr,Medicine / General Medicine,true,false,1,1171,4667,0.8314,0.9249,0.1686,0.4294,0.1057,0.1696,0.7123,0.6667,0.0,1.0,0.0,0.75,0.6667,3.284
p34_1,ollama_glm_ocr,Medicine / General Medicine,true,false,1,1068,5134,0.8451,0.9169,0.1549,0.5181,0.1135,0.1861,0.7833,0.0,0.0,1.0,0.5,1.0,0.7895,3.259
p35_1,ollama_glm_ocr,Medicine / General Medicine,true,false,1,1088,5020,0.8347,0.9095,0.1653,0.4916,0.1189,0.1915,0.9265,0.5,1.0,1.0,1.0,1.0,0.9286,3.281
p36_1,ollama_glm_ocr,Endocrinology,true,false,1,1760,3600,0.7872,0.9132,0.2128,0.3672,0.2025,0.2611,0.7229,1.0,1.0,1.0,0.6667,0.6667,0.75,3.567
p37_1,ollama_glm_ocr,Dermatology,false,true,1,844,5667,0.88,0.9273,0.12,0.6134,0.0899,0.1568,0.6591,1.0,1.0,0.5,0.4545,0.0,0.75,2.759
p38_1,ollama_glm_ocr,Medicine / General Medicine,false,false,1,1063,5021,0.8323,0.905,0.1677,0.5123,0.1143,0.1869,0.72,0.6667,1.0,0.0,0.4,0.0,0.5,2.329
p39_1,ollama_glm_ocr,Medicine / General Medicine,false,false,1,930,3745,0.8158,0.9073,0.1842,0.4643,0.1159,0.1854,0.6562,1.0,1.0,0.5,0.0,0.0,0.6667,2.239
p40_1,ollama_glm_ocr,Radiotherapy,true,false,1,979,6162,0.8676,0.9132,0.1324,0.6242,0.1077,0.1838,0.5514,1.0,0.0,0.0,0.0,0.7778,0.7647,2.959
p41_1,ollama_glm_ocr,Medicine / General Medicine,false,false,1,1146,4217,0.8252,0.9203,0.1748,0.4681,0.1462,0.2228,0.8,1.0,1.0,1.0,0.0,0.0,0.0,2.614
p42_1,ollama_glm_ocr,Endocrinology,false,true,1,1045,6277,0.8702,0.9368,0.1298,0.5153,0.0885,0.1511,0.4016,1.0,1.0,1.0,0.2,0.3333,0.3,2.396
p43_1,ollama_glm_ocr,Medicine / General Medicine,true,false,1,858,5847,0.8772,0.9216,0.1228,0.6328,0.0962,0.167,0.5929,1.0,1.0,0.5,0.4,0.0,0.5,2.838
p44_1,ollama_glm_ocr,Radiotherapy,false,false,1,1029,4220,0.8216,0.8908,0.1784,0.5682,0.1538,0.2421,0.7937,0.6667,1.0,1.0,0.0,0.5,0.6364,2.558
p45_1,ollama_glm_ocr,Unknown / not annotated,false,false,1,1367,4367,0.823,0.8928,0.177,0.4556,0.1888,0.267,0.5357,0.5,0.0,1.0,0.0,0.0,0.3636,3.116
p45_2,ollama_glm_ocr,Unknown / not annotated,false,false,1,1054,3990,0.8451,0.8978,0.1549,0.5887,0.1663,0.2594,0.7037,1.0,1.0,1.0,0.0,0.0,0.3,2.26
p45_3,ollama_glm_ocr,Unknown / not annotated,true,false,1,2395,3574,0.6234,0.7459,0.3766,0.5056,0.3689,0.4265,0.7826,0.6667,1.0,1.0,0.0,0.0,1.0,4.215
p45_4,ollama_glm_ocr,Unknown / not annotated,true,false,1,1298,7169,0.8548,0.9144,0.1452,0.6021,0.1144,0.1923,0.2405,0.6667,0.0,1.0,0.0,0.0,0.0,4.499
p45_5,ollama_glm_ocr,Radiology,false,false,1,588,1406,0.776,0.8969,0.224,0.5684,0.2784,0.3737,1.0,0.6667,1.0,1.0,0.0,0.0,0.0,2.281
p45_6,ollama_glm_ocr,Radiology,true,false,1,2071,4111,0.7346,0.8424,0.2654,0.7586,0.3974,0.5216,0.9149,1.0,1.0,1.0,0.0,0.0,1.0,3.412
p45_7,ollama_glm_ocr,Obstetrics & Gynaecology,true,false,1,1146,3534,0.7683,0.8095,0.2317,0.7323,0.2466,0.369,0.9873,0.0,1.0,0.0,0.3333,1.0,0.9091,2.804
p45_8,ollama_glm_ocr,Medicine / General Medicine,false,false,1,898,3743,0.8223,0.8605,0.1777,0.7039,0.2102,0.3238,0.9651,1.0,1.0,1.0,0.9231,0.0,1.0,2.032
p45_9,ollama_glm_ocr,Unknown / not annotated,false,false,1,145,1019,0.9048,0.936,0.0952,0.3478,0.064,0.1081,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.183
